Date,Ozone,NO2,PM2.5,CO,traffic_daily_total,temperature_2m_max,wind_speed_10m_max_(km/h),precipitation_sum_(mm),relative_humidity_2m_max_(%),daylight_duration_(s),sunshine_duration_(s),rain_sum_(mm),snowfall_sum_(cm),wind_direction_10m_dominant_(°),et0_fao_evapotranspiration_(mm),shortwave_radiation_sum_(mj/m²),dew_point_2m_max,cloud_cover_max_(%),cloud_cover_mean_(%),pressure_msl_max_(hpa),surface_pressure_max_(hpa),vapour_pressure_deficit_max_(kpa),season_spring,season_summer,season_fall,is_weekend,is_covid
2012-01-22,0.025,30.9,13.7,0.5,12548,-1.5,15.8,0.0,87.0,35141.68,18436.68,0.0,0.0,25.0,0.6,7.14,-3.3,100.0,57.0,1034.5,1027.8,0.12,0,0,0,1,0
2012-01-23,0.022,40.8,12.9,0.7,42888,8.5,15.6,1.3,98.0,35254.08,187.04,1.3,0.0,97.0,0.29,2.19,8.1,100.0,99.0,1032.5,1025.9,0.09,0,0,0,0,0
2012-01-24,0.015,30.6,20.6,0.7,38133,10.4,15.5,2.3,99.0,35369.09,30601.04,2.3,0.0,236.0,1.09,9.64,8.4,100.0,72.0,1018.1,1011.8,0.51,0,0,0,0,0
2012-01-25,0.02,30.6,14.8,0.5,38739,6.5,13.5,0.0,84.0,35486.55,31904.85,0.0,0.0,289.0,1.25,11.07,-0.2,100.0,52.0,1026.9,1020.4,0.5,0,0,0,0,0
2012-01-26,0.007,29.3,15.8,0.6,38134,3.2,9.7,3.4,94.0,35606.29,772.89,3.1,0.35,39.0,0.38,2.64,1.6,100.0,99.0,1024.6,1018.1,0.21,0,0,0,0,0
2012-01-27,0.024,43.4,15.6,1.0,37198,13.8,22.7,14.1,100.0,35728.13,5852.07,14.1,0.0,197.0,0.46,2.35,13.4,100.0,92.0,1017.2,1010.8,0.31,0,0,0,1,0
2012-01-28,0.03,37.1,11.7,0.7,8764,7.4,22.3,0.0,86.0,35851.93,32225.1,0.0,0.0,262.0,1.57,10.8,0.5,98.0,30.0,1017.4,1011.0,0.49,0,0,0,1,0
2012-02-11,0.029,31.1,19.6,0.4,52397,3.9,11.8,3.1,90.0,37743.81,3600.0,0.2,2.1,329.0,0.81,6.03,-0.9,100.0,100.0,1015.7,1009.3,0.3,0,0,0,1,0
2012-02-12,0.032,22.3,8.4,0.3,58474,1.6,28.6,0.0,64.0,37891.76,30998.53,0.0,0.0,313.0,1.8,11.22,-4.6,100.0,83.0,1012.3,1005.8,0.41,0,0,0,1,0
2012-02-13,0.028,40.0,11.1,0.4,64133,5.5,21.4,0.0,60.0,38041.09,34717.07,0.0,0.0,263.0,1.99,14.43,-6.3,30.0,5.0,1017.6,1011.1,0.56,0,0,0,0,0
2012-02-14,0.024,48.4,16.3,0.6,65187,7.2,15.3,0.0,81.0,38191.63,30321.82,0.0,0.0,222.0,1.47,10.17,-0.1,100.0,83.0,1020.4,1014.0,0.58,0,0,0,0,0
2012-02-15,0.011,51.7,26.1,0.7,64643,7.1,8.4,0.9,97.0,38343.23,8100.27,0.9,0.0,316.0,0.65,4.68,2.9,100.0,95.0,1023.8,1017.4,0.28,0,0,0,0,0
2012-02-16,0.02,37.5,20.1,0.8,65040,5.6,9.7,2.1,93.0,38495.75,5.0,2.1,0.0,297.0,0.66,4.98,3.2,100.0,66.0,1026.3,1019.8,0.27,0,0,0,0,0
2012-02-17,0.031,37.3,13.2,0.5,70214,9.7,15.0,1.1,98.0,38649.05,28836.95,1.1,0.0,272.0,1.51,11.35,4.0,100.0,73.0,1019.9,1013.5,0.74,0,0,0,1,0
2012-02-18,0.033,31.2,11.2,0.5,62205,8.4,17.4,0.3,81.0,38802.97,35143.93,0.3,0.0,262.0,1.89,14.14,-1.9,100.0,16.0,1019.1,1012.6,0.67,0,0,0,1,0
2012-02-19,0.036,40.5,8.9,0.5,55360,6.0,14.0,1.1,87.0,38957.38,35362.82,1.1,0.0,340.0,1.42,12.97,1.8,100.0,45.0,1019.5,1013.1,0.52,0,0,0,1,0
2012-02-20,0.032,38.8,8.8,0.6,59474,6.8,18.4,0.0,83.0,39112.14,31177.49,0.0,0.0,356.0,2.02,14.33,-2.7,100.0,70.0,1024.5,1018.1,0.66,0,0,0,0,0
2012-02-21,0.04,44.4,10.8,0.7,65292,7.3,21.4,0.0,80.0,39267.13,32301.12,0.0,0.0,158.0,1.61,12.91,1.0,100.0,49.0,1028.5,1021.9,0.51,0,0,0,0,0
2012-02-22,0.031,42.4,12.4,0.6,66156,12.6,17.9,0.0,92.0,39422.2,35591.92,0.0,0.0,232.0,1.9,13.74,3.0,96.0,65.0,1015.1,1008.8,0.88,0,0,0,0,0
2012-02-23,0.035,43.6,11.7,0.6,67870,12.8,24.7,0.8,93.0,39577.22,35581.49,0.8,0.0,251.0,2.08,14.88,5.0,100.0,59.0,1005.3,999.1,0.88,0,0,0,0,0
2012-02-24,0.031,37.8,9.4,0.4,69202,7.6,19.4,8.3,95.0,39732.06,0.0,7.2,0.77,72.0,0.63,3.21,4.9,100.0,96.0,1008.4,1002.1,0.49,0,0,0,1,0
2012-02-25,0.039,15.3,8.3,0.4,10192,6.5,37.1,2.5,98.0,39886.84,35520.17,2.5,0.0,271.0,2.28,13.17,5.1,100.0,39.0,1008.1,1001.8,0.62,0,0,0,1,0
2012-03-23,0.041,48.6,12.8,0.6,19399,21.1,13.7,0.0,95.0,44260.03,40427.37,0.0,0.0,50.0,2.85,17.37,14.6,100.0,48.0,1019.5,1013.5,0.92,1,0,0,1,0
2012-03-24,0.041,47.4,6.5,0.5,19602,14.5,18.2,0.0,96.0,44424.3,23662.11,0.0,0.0,92.0,2.54,13.76,10.3,100.0,97.0,1019.4,1013.2,0.97,1,0,0,1,0
2012-03-25,0.039,43.5,10.6,0.4,11076,10.1,16.5,0.7,85.0,44588.58,1333.99,0.7,0.0,48.0,1.11,4.41,6.1,100.0,99.0,1016.4,1010.2,0.47,1,0,0,1,0
2012-03-26,0.04,47.7,8.5,0.6,13001,10.5,30.9,0.0,94.0,44752.76,41611.7,0.0,0.0,324.0,2.89,20.51,6.8,99.0,36.0,1015.4,1009.1,0.88,1,0,0,0,0
2012-03-27,0.041,49.0,7.3,0.4,12143,10.4,26.4,0.0,39.0,44916.73,41774.52,0.0,0.0,326.0,3.8,23.53,-7.7,53.0,3.0,1026.0,1019.6,1.01,1,0,0,0,0
2012-03-28,0.028,45.7,13.5,0.5,12960,20.0,15.7,1.3,75.0,45080.41,41936.79,1.3,0.0,220.0,3.24,18.56,9.0,100.0,38.0,1023.5,1017.1,1.27,1,0,0,0,0
2012-03-29,0.033,20.5,4.9,0.4,13549,16.7,24.5,1.3,88.0,45243.67,32337.43,1.3,0.0,313.0,2.69,14.1,11.1,100.0,57.0,1013.2,1007.0,0.79,1,0,0,0,0
2012-03-30,0.041,28.4,6.2,0.4,14523,12.3,18.1,0.0,70.0,45406.41,42259.22,0.0,0.0,309.0,3.5,23.38,-0.5,77.0,21.0,1019.1,1012.8,0.99,1,0,0,1,0
2012-03-31,0.041,19.2,9.2,0.3,12174,7.5,17.0,8.2,94.0,45568.53,0.0,8.2,0.0,78.0,0.7,2.94,4.3,100.0,98.0,1015.8,1009.5,0.4,1,0,0,1,0
2012-04-01,0.036,48.1,11.3,0.6,10897,11.1,12.1,1.4,93.0,45729.91,20380.3,1.4,0.0,245.0,1.79,12.26,4.9,100.0,81.0,1013.5,1007.2,0.59,1,0,0,1,0
2012-04-02,0.042,28.7,4.1,0.5,7715,13.3,27.5,3.8,96.0,45890.46,42736.1,3.8,0.0,339.0,3.02,20.93,6.5,100.0,55.0,1009.0,1002.8,1.15,1,0,0,0,0
2012-04-03,0.046,36.3,6.0,0.3,24556,16.6,20.3,0.0,63.0,46050.06,42892.83,0.0,0.0,313.0,4.26,24.42,-1.9,12.0,1.0,1014.4,1008.0,1.47,1,0,0,0,0
2012-04-04,0.048,58.6,6.9,0.3,43532,18.9,21.2,0.0,80.0,46208.59,43048.28,0.0,0.0,310.0,4.23,23.69,3.8,94.0,35.0,1009.3,1003.1,1.57,1,0,0,0,0
2012-04-05,0.035,30.5,5.4,0.4,45285,13.8,22.2,0.0,69.0,46366.14,43140.11,0.0,0.0,331.0,3.85,21.58,-0.9,89.0,25.0,1011.3,1005.1,1.12,1,0,0,0,0
2012-04-06,0.045,37.2,4.1,0.4,41757,13.8,21.0,0.0,72.0,46523.84,43200.0,0.0,0.0,343.0,3.77,23.05,-0.5,70.0,18.0,1016.1,1009.8,1.18,1,0,0,1,0
2012-04-07,0.047,22.1,6.2,0.2,36193,14.8,20.1,0.0,62.0,46681.77,43200.0,0.0,0.0,324.0,4.37,24.69,-3.9,30.0,2.0,1019.2,1012.8,1.31,1,0,0,1,0
2012-04-08,0.049,23.1,5.0,0.2,29061,18.1,22.9,0.0,59.0,46839.84,43202.97,0.0,0.0,302.0,4.52,24.07,-1.8,39.0,9.0,1017.4,1011.1,1.58,1,0,0,1,0
2012-04-09,0.048,23.9,10.5,0.2,38516,16.3,34.0,0.0,55.0,46997.94,39788.36,0.0,0.0,277.0,4.7,20.2,1.7,100.0,40.0,1007.6,1001.4,1.49,1,0,0,0,0
2012-04-10,0.046,44.5,10.4,0.3,39601,14.8,22.4,0.0,70.0,47155.99,43289.57,0.0,0.0,263.0,4.11,21.76,2.3,86.0,31.0,1006.8,1000.7,1.22,1,0,0,0,0
2012-04-11,0.032,24.4,7.4,0.4,39704,11.6,15.2,0.1,78.0,47313.86,41104.8,0.1,0.0,314.0,3.17,20.31,0.4,98.0,48.0,1011.4,1005.2,0.89,1,0,0,0,0
2012-04-12,0.036,26.7,4.5,0.4,29913,14.9,17.5,1.0,83.0,47471.47,43200.0,1.0,0.0,334.0,3.5,22.76,3.2,99.0,71.0,1017.1,1010.9,1.09,1,0,0,0,0
2012-04-13,0.045,55.5,6.5,0.4,39352,17.3,11.9,0.0,78.0,47628.69,43506.25,0.0,0.0,326.0,3.96,24.45,1.4,97.0,24.0,1023.4,1017.2,1.52,1,0,0,1,0
2012-04-14,0.049,50.0,11.5,0.6,28858,21.1,14.2,0.0,82.0,47785.43,43484.45,0.0,0.0,258.0,4.56,24.74,2.7,100.0,51.0,1023.6,1017.3,1.91,1,0,0,1,0
2012-04-15,0.054,67.9,28.4,0.6,26516,24.0,19.8,0.0,68.0,47941.56,36289.14,0.0,0.0,248.0,4.04,16.95,12.7,100.0,95.0,1017.5,1011.4,1.55,1,0,0,1,0
2012-04-16,0.052,63.4,28.3,0.6,24002,28.9,15.8,0.0,85.0,48096.99,43279.03,0.0,0.0,201.0,5.26,24.71,14.4,99.0,78.0,1017.0,1011.0,2.43,1,0,0,0,0
2012-04-17,0.043,30.5,9.5,0.6,20564,25.3,19.3,0.0,70.0,48251.59,43921.96,0.0,0.0,294.0,5.8,25.65,14.1,66.0,12.0,1020.2,1014.2,2.56,1,0,0,0,0
2012-04-18,0.036,41.2,9.8,0.5,17344,20.5,17.6,0.0,48.0,48405.25,23399.05,0.0,0.0,349.0,3.74,14.38,2.5,100.0,83.0,1025.3,1019.0,1.75,1,0,0,0,0
2012-04-19,0.039,45.9,7.6,0.6,20942,19.9,15.8,0.4,76.0,48557.84,36166.68,0.4,0.0,193.0,3.8,21.09,7.7,100.0,67.0,1021.1,1014.9,1.39,1,0,0,0,0
2012-04-20,0.047,61.2,8.3,0.8,22699,19.8,17.5,0.0,91.0,48709.25,37033.83,0.0,0.0,170.0,3.47,19.82,9.8,99.0,37.0,1017.8,1011.6,1.25,1,0,0,1,0
2012-04-21,0.042,23.8,8.8,0.6,35327,23.1,19.0,0.0,99.0,48859.35,43334.55,0.0,0.0,158.0,3.67,20.88,14.1,100.0,72.0,1012.6,1006.5,1.4,1,0,0,1,0
2012-04-22,0.026,13.4,0.0,0.5,20428,17.2,23.1,15.9,97.0,49008.02,263.33,15.9,0.0,8.0,1.05,5.58,13.6,100.0,98.0,1009.1,1003.0,0.44,1,0,0,1,0
2012-04-23,0.025,23.8,5.5,0.6,17088,12.4,32.3,24.0,100.0,49155.11,0.0,24.0,0.0,85.0,1.5,9.04,12.3,100.0,99.0,1001.2,995.0,0.49,1,0,0,0,0
2012-04-24,0.046,25.0,15.0,0.6,2065,14.1,27.8,0.0,77.0,49300.52,36351.76,0.0,0.0,230.0,3.34,17.51,1.7,100.0,74.0,1002.5,996.4,1.13,1,0,0,0,0
2012-04-27,0.03,15.3,5.2,0.3,107,13.6,26.5,0.4,96.0,49730.2,45178.02,0.4,0.0,299.0,3.39,23.89,12.0,100.0,68.0,1017.6,1011.3,0.87,1,0,0,1,0
2012-04-28,0.045,23.7,6.5,0.3,13515,14.7,18.3,0.0,68.0,49872.32,41139.92,0.0,0.0,288.0,4.07,26.09,-1.0,100.0,48.0,1024.6,1018.2,1.17,1,0,0,1,0
2012-04-29,0.056,28.3,7.3,0.3,13398,16.6,21.1,0.0,75.0,50013.75,45328.48,0.0,0.0,295.0,4.83,28.38,1.1,100.0,26.0,1023.1,1016.8,1.45,1,0,0,1,0
2012-04-30,0.047,28.1,7.4,0.2,15923,15.1,16.0,0.0,76.0,50154.37,46712.5,0.0,0.0,12.0,4.53,27.42,2.1,100.0,37.0,1027.9,1021.6,1.12,1,0,0,0,0
2012-05-01,0.036,43.2,9.9,0.4,15913,19.3,15.0,9.6,98.0,50294.04,12865.17,9.6,0.0,151.0,1.85,8.3,14.7,100.0,92.0,1024.0,1017.7,0.77,1,0,0,0,0
2012-05-02,0.031,21.5,4.7,0.4,17237,16.0,11.3,3.1,94.0,50432.66,919.41,3.1,0.0,98.0,0.77,4.05,12.5,100.0,95.0,1022.6,1016.3,0.37,1,0,0,0,0
2012-05-03,0.025,30.5,13.4,0.4,17101,15.1,7.7,2.5,96.0,50570.11,4448.06,2.5,0.0,140.0,1.45,8.7,11.5,100.0,98.0,1022.1,1015.8,0.36,1,0,0,0,0
2012-05-04,0.022,59.2,11.5,0.8,18696,26.2,12.0,0.4,96.0,50706.25,38039.71,0.4,0.0,187.0,3.35,18.74,17.6,100.0,95.0,1020.2,1014.0,1.54,1,0,0,1,0
2012-05-05,0.027,22.8,13.0,0.7,17265,20.4,10.7,2.4,99.0,50840.96,717.82,2.4,0.0,104.0,0.99,5.58,17.1,100.0,98.0,1016.1,1010.0,0.45,1,0,0,1,0
2012-05-06,0.036,27.1,7.1,0.5,6945,15.6,10.8,0.0,95.0,50974.11,30252.59,0.0,0.0,125.0,2.0,12.03,12.2,100.0,93.0,1020.2,1014.0,0.57,1,0,0,1,0
2012-05-07,0.034,39.3,6.6,0.5,13829,16.7,14.4,0.0,98.0,51105.56,31586.25,0.0,0.0,177.0,2.42,14.26,9.3,100.0,69.0,1021.1,1014.9,0.81,1,0,0,0,0
2012-05-08,0.042,26.2,7.7,0.3,3058,19.9,24.1,0.8,79.0,51235.18,13577.93,0.8,0.0,170.0,2.65,11.89,12.6,100.0,100.0,1019.9,1013.7,1.01,1,0,0,0,0
2012-05-22,0.033,39.0,2.9,0.6,5555,19.6,13.6,14.8,99.0,52818.18,5602.25,14.8,0.0,48.0,1.08,5.54,16.4,100.0,94.0,1017.3,1011.2,0.42,1,0,0,0,0
2012-05-23,0.037,41.7,9.6,0.7,8315,22.2,12.2,4.8,100.0,52915.16,44201.18,4.8,0.0,158.0,3.06,17.98,18.2,100.0,77.0,1015.3,1009.3,0.59,1,0,0,0,0
2012-05-24,0.029,19.5,10.4,0.4,8836,21.9,16.4,0.5,98.0,53009.66,18122.14,0.5,0.0,113.0,2.11,11.85,18.1,100.0,99.0,1021.9,1015.9,0.56,1,0,0,0,0
2012-05-25,0.019,25.1,5.4,0.4,9032,23.5,13.2,1.4,98.0,53101.55,18458.31,1.4,0.0,109.0,2.37,12.4,18.6,100.0,97.0,1022.9,1016.8,0.79,1,0,0,1,0
2012-05-26,0.049,48.4,16.0,0.8,8437,29.3,12.5,1.7,99.0,53190.73,48430.99,1.7,0.0,219.0,4.53,23.36,22.3,100.0,69.0,1020.9,1014.9,1.71,1,0,0,1,0
2012-05-27,0.058,39.8,15.5,0.8,6989,27.1,10.9,5.1,100.0,53277.07,49148.06,5.1,0.0,273.0,4.14,21.55,22.2,100.0,65.0,1021.9,1015.9,1.37,1,0,0,1,0
2012-05-28,0.076,39.9,23.3,0.6,6588,30.4,10.2,2.2,96.0,53360.45,48001.58,2.2,0.0,226.0,5.0,24.78,21.2,100.0,71.0,1018.0,1012.0,1.97,1,0,0,0,0
2012-05-29,0.051,47.3,12.0,0.6,9145,31.6,18.1,0.3,90.0,53440.74,49730.05,0.3,0.0,204.0,5.59,26.14,21.5,95.0,30.0,1013.4,1007.5,2.26,1,0,0,0,0
2012-05-30,0.037,48.1,11.1,0.6,9249,26.4,11.3,9.1,98.0,53517.83,4749.53,9.1,0.0,223.0,2.7,12.36,20.3,100.0,93.0,1008.6,1002.7,1.19,1,0,0,0,0
2012-05-31,0.055,47.2,6.4,0.7,55689,25.8,16.3,0.0,97.0,53591.59,46800.0,0.0,0.0,334.0,5.59,28.19,18.8,100.0,39.0,1010.8,1004.9,2.08,1,0,0,0,0
2012-06-01,0.048,13.1,5.3,0.4,192140,22.1,22.9,0.0,80.0,53661.89,40123.98,0.0,0.0,69.0,4.48,23.25,14.8,100.0,33.0,1016.1,1010.1,1.33,0,1,0,1,0
2012-06-02,0.053,19.6,6.3,0.4,204795,23.9,22.9,17.4,99.0,53728.62,39600.0,17.4,0.0,174.0,4.8,25.65,18.8,100.0,80.0,1012.9,1006.9,1.68,0,1,0,1,0
2012-06-03,0.053,27.2,10.0,0.4,182081,23.7,22.3,0.4,82.0,53791.64,47478.61,0.4,0.0,282.0,5.33,27.02,10.7,91.0,34.0,1008.4,1002.3,1.78,0,1,0,1,0
2012-06-04,0.031,13.4,0.6,0.4,146806,19.3,16.1,11.1,91.0,53850.95,37164.5,11.1,0.0,4.0,2.7,15.22,13.2,100.0,72.0,1007.1,1001.0,0.89,0,1,0,0,0
2012-06-05,0.028,26.0,4.9,0.4,30469,17.4,16.5,0.3,83.0,53907.03,39402.97,0.3,0.0,19.0,3.29,17.87,8.6,98.0,82.0,1013.3,1007.2,0.97,0,1,0,0,0
2012-06-06,0.044,34.3,7.5,0.6,29331,20.9,9.1,0.0,94.0,53959.94,46800.0,0.0,0.0,233.0,4.1,23.57,11.6,94.0,30.0,1016.2,1010.1,1.36,0,1,0,0,0
2012-06-07,0.049,45.8,9.1,0.8,30022,23.3,8.8,0.3,95.0,54009.63,50078.14,0.3,0.0,257.0,4.67,26.1,13.0,55.0,24.0,1015.6,1009.5,1.61,0,1,0,0,0
2012-06-08,0.051,49.1,12.8,0.9,31815,26.7,13.1,0.0,94.0,54056.06,50111.28,0.0,0.0,276.0,5.33,27.18,14.8,96.0,28.0,1014.5,1008.4,2.45,0,1,0,1,0
2012-06-09,0.05,45.4,12.8,0.8,29235,26.0,12.7,0.0,78.0,54099.18,44423.86,0.0,0.0,288.0,4.13,17.08,15.4,100.0,70.0,1013.9,1008.0,1.81,0,1,0,1,0
2012-06-10,0.077,51.2,17.0,1.0,26270,28.1,13.3,1.3,94.0,54138.96,46800.0,1.3,0.0,1.0,4.54,22.64,18.1,85.0,48.0,1019.9,1013.9,1.81,0,1,0,1,0
2012-06-11,0.041,13.4,8.6,0.6,33187,23.1,19.9,0.2,91.0,54175.34,50204.34,0.2,0.0,121.0,4.48,23.96,17.1,98.0,43.0,1024.4,1018.4,1.33,0,1,0,0,0
2012-06-12,0.035,21.3,4.7,0.5,37355,23.2,19.6,3.3,94.0,54208.29,6770.43,3.3,0.0,149.0,2.09,9.34,18.8,100.0,98.0,1023.2,1017.1,0.9,0,1,0,0,0
2012-06-13,0.037,19.0,2.6,0.3,36257,21.0,19.2,25.5,97.0,54237.77,15536.29,25.5,0.0,45.0,2.07,10.48,18.0,100.0,99.0,1016.0,1010.0,0.7,0,1,0,0,0
2012-06-14,0.042,31.1,7.5,0.4,36738,22.4,16.6,1.3,94.0,54263.73,44386.88,1.3,0.0,65.0,3.55,19.89,16.8,100.0,70.0,1023.5,1017.5,0.98,0,1,0,0,0
2012-06-15,0.051,31.6,6.8,0.4,22758,24.0,12.7,0.0,96.0,54286.16,50310.54,0.0,0.0,83.0,4.51,24.08,15.7,90.0,31.0,1026.0,1019.9,1.63,0,1,0,1,0
2012-06-16,0.045,29.3,5.8,0.3,21698,23.6,15.2,0.0,93.0,54305.0,50333.37,0.0,0.0,94.0,5.01,27.94,13.9,86.0,19.0,1027.2,1021.1,1.53,0,1,0,1,0
2012-06-17,0.04,13.2,7.5,0.3,21374,19.0,13.5,0.1,86.0,54320.23,16686.33,0.1,0.0,120.0,2.45,13.01,13.8,100.0,75.0,1024.8,1018.6,0.7,0,1,0,1,0
2012-06-18,0.035,25.0,6.9,0.3,22279,20.5,12.3,0.0,90.0,54331.82,45330.2,0.0,0.0,137.0,3.56,20.15,12.6,100.0,68.0,1021.2,1015.1,1.0,0,1,0,0,0
2012-06-19,0.034,33.7,8.4,0.5,21501,25.0,11.4,0.5,91.0,54339.72,38914.29,0.5,0.0,188.0,3.58,18.49,18.2,100.0,74.0,1022.0,1015.9,1.14,0,1,0,0,0
2012-06-20,0.077,37.7,23.0,0.6,21765,34.8,10.1,0.0,94.0,54343.92,46800.0,0.0,0.0,250.0,6.04,27.53,22.0,85.0,31.0,1019.7,1013.7,3.09,0,1,0,0,0
2012-06-21,0.08,36.6,29.8,0.5,2485,35.6,14.0,0.0,82.0,54344.39,50400.0,0.0,0.0,294.0,7.12,28.89,22.3,31.0,7.0,1014.0,1008.1,3.75,0,1,0,0,0
2012-06-27,0.044,26.5,4.9,0.5,7701,27.6,21.3,0.0,68.0,54266.89,50400.0,0.0,0.0,289.0,7.01,30.3,11.2,51.0,7.0,1008.7,1002.8,2.7,0,1,0,0,0
2012-06-28,0.08,38.5,13.3,0.7,36586,31.7,13.8,0.0,76.0,54240.47,50400.0,0.0,0.0,280.0,6.72,29.19,15.3,85.0,11.0,1010.7,1004.8,3.24,0,1,0,0,0
2012-06-29,0.083,50.1,31.9,0.9,47332,36.4,14.7,0.2,67.0,54210.33,48406.62,0.2,0.0,255.0,6.99,27.09,18.1,100.0,35.0,1007.0,1001.2,4.31,0,1,0,1,0
2012-06-30,0.069,26.3,16.4,0.7,20299,34.6,14.7,0.0,68.0,54176.54,46632.2,0.0,0.0,287.0,7.46,27.42,16.8,100.0,71.0,1008.2,1002.3,4.15,0,1,0,1,0
2012-07-01,0.082,28.2,17.2,0.7,13814,34.6,17.0,1.7,76.0,54139.16,46800.0,1.7,0.0,263.0,6.82,26.06,18.5,91.0,30.0,1010.9,1005.1,3.72,0,1,0,1,0
2012-07-02,0.042,37.2,9.1,0.7,24984,30.9,14.0,0.0,78.0,54098.29,50400.0,0.0,0.0,321.0,6.23,25.22,18.7,75.0,18.0,1013.1,1007.2,3.11,0,1,0,0,0
2012-07-03,0.059,33.5,12.0,0.8,31938,31.8,12.1,0.0,81.0,54053.97,48801.35,0.0,0.0,294.0,5.62,23.3,16.7,100.0,32.0,1014.6,1008.7,3.43,0,1,0,0,0
2012-07-04,0.068,27.0,18.1,0.8,23255,33.1,10.9,3.9,92.0,54006.29,39270.22,3.9,0.0,243.0,5.24,21.45,20.1,100.0,77.0,1010.9,1005.0,3.07,0,1,0,0,0
2012-07-05,0.058,27.2,13.9,0.7,25525,34.8,14.4,0.0,80.0,53955.33,47668.24,0.0,0.0,304.0,6.98,27.84,21.4,99.0,48.0,1008.4,1002.7,4.09,0,1,0,0,0
2012-07-06,0.075,45.0,11.2,0.5,11287,33.1,8.4,0.0,87.0,53901.16,50283.4,0.0,0.0,39.0,6.26,29.53,19.0,97.0,23.0,1013.9,1008.0,3.46,0,1,0,1,0
2012-07-07,0.066,31.1,17.6,0.6,7437,37.6,20.1,0.0,69.0,53843.85,45225.57,0.0,0.0,267.0,6.71,24.22,19.5,100.0,87.0,1011.8,1005.9,4.66,0,1,0,1,0
2012-07-08,0.069,28.7,15.3,0.5,6991,32.6,12.6,1.6,86.0,53783.49,39650.39,1.6,0.0,60.0,4.73,20.89,21.8,100.0,69.0,1012.0,1006.1,3.25,0,1,0,1,0
2012-07-09,0.055,29.5,4.3,0.4,12669,30.0,14.2,0.0,83.0,53720.15,49331.03,0.0,0.0,24.0,5.89,24.87,22.2,100.0,77.0,1014.4,1008.5,2.96,0,1,0,0,0
2012-07-10,0.055,28.3,7.3,0.5,15555,29.7,15.6,0.0,81.0,53653.9,50070.59,0.0,0.0,117.0,5.38,23.65,17.7,100.0,39.0,1017.9,1012.0,2.94,0,1,0,0,0
2012-07-11,0.049,29.7,7.7,0.4,16123,27.9,14.5,0.0,95.0,53584.84,47101.4,0.0,0.0,142.0,4.87,22.87,20.0,97.0,68.0,1021.4,1015.5,1.93,0,1,0,0,0
2012-07-12,0.051,34.1,7.3,0.4,16251,30.3,17.4,0.0,90.0,53513.02,49944.24,0.0,0.0,166.0,5.46,25.12,18.5,100.0,43.0,1022.9,1016.9,2.74,0,1,0,0,0
2012-07-13,0.071,39.1,12.5,0.5,16306,30.9,14.1,0.0,76.0,53438.54,36912.52,0.0,0.0,199.0,4.63,17.95,17.3,100.0,91.0,1022.8,1016.9,2.8,0,1,0,1,0
2012-07-14,0.069,41.1,15.8,0.5,13366,30.6,14.6,0.0,74.0,53361.34,37950.0,0.0,0.0,249.0,5.14,19.67,18.9,100.0,98.0,1022.7,1016.8,2.82,0,1,0,1,0
2012-07-15,0.054,25.1,12.1,0.5,12156,30.9,11.8,5.7,90.0,53280.71,37528.62,5.7,0.0,221.0,3.94,16.78,23.0,100.0,90.0,1021.3,1015.3,1.95,0,1,0,1,0
2012-07-16,0.06,27.8,8.3,0.4,16268,32.7,13.5,0.5,90.0,53196.66,47802.52,0.5,0.0,278.0,5.51,24.1,23.0,100.0,48.0,1014.6,1008.7,3.15,0,1,0,0,0
2012-07-17,0.082,40.9,17.9,0.5,3357,35.4,17.5,0.0,83.0,53109.34,49580.57,0.0,0.0,256.0,6.93,26.54,19.8,100.0,89.0,1011.0,1005.2,4.01,0,1,0,0,0
2012-07-23,0.038,33.6,19.7,0.7,3653,29.7,14.1,0.3,87.0,52524.45,47556.85,0.3,0.0,205.0,4.86,22.8,22.0,93.0,70.0,1020.5,1014.5,1.73,0,1,0,0,0
2012-07-24,0.053,29.5,16.0,0.7,5045,32.8,20.4,0.0,86.0,52418.07,47414.36,0.0,0.0,275.0,6.02,24.77,21.7,93.0,33.0,1011.9,1006.0,3.12,0,1,0,0,0
2012-07-25,0.047,40.9,4.6,0.4,5059,29.1,18.2,0.0,66.0,52309.51,48852.44,0.0,0.0,335.0,6.75,28.62,17.7,100.0,14.0,1012.6,1006.6,2.78,0,1,0,0,0
2012-07-26,0.071,41.2,14.8,0.5,5081,33.1,19.0,3.9,83.0,52198.88,43361.52,3.9,0.0,235.0,5.19,21.27,22.2,100.0,70.0,1010.2,1004.3,2.52,0,1,0,0,0
2012-07-27,0.051,27.9,7.2,0.5,5576,30.5,16.2,8.4,96.0,52086.32,47890.91,8.4,0.0,273.0,4.65,20.21,23.1,100.0,64.0,1009.1,1003.3,1.93,0,1,0,1,0
2012-07-28,0.052,22.7,7.7,0.5,4622,28.1,11.3,18.0,96.0,51971.96,29570.24,18.0,0.0,77.0,2.39,12.06,22.7,99.0,69.0,1013.6,1007.7,1.13,0,1,0,1,0
2012-07-29,0.044,33.3,6.7,0.5,3951,24.3,11.0,12.7,97.0,51855.9,19594.14,12.7,0.0,36.0,2.3,11.91,21.9,100.0,89.0,1016.1,1010.1,0.84,0,1,0,1,0
